#lambda    flux1    flux2    flux3    flux4
4154.73   0.0109  -0.0270  -0.0317   0.0140
4155.70   0.0108  -0.0269  -0.0325   0.0124
4156.67   0.0111  -0.0269  -0.0315   0.0200
4157.64   0.0114  -0.0274  -0.0310   0.0212
4158.61   0.0116  -0.0271  -0.0302   0.0190
4159.58   0.0120  -0.0277  -0.0296   0.0185
4160.55   0.0125  -0.0293  -0.0259   0.0201
4161.52   0.0128  -0.0297  -0.0227   0.0274
4162.49   0.0131  -0.0299  -0.0204   0.0325
4163.46   0.0135  -0.0311  -0.0165   0.0394
4164.44   0.0135  -0.0315  -0.0155   0.0380
4165.41   0.0129  -0.0308  -0.0176   0.0242
4166.38   0.0123  -0.0308  -0.0259   0.0133
4167.35   0.0118  -0.0290  -0.0313   0.0079
4168.33   0.0114  -0.0273  -0.0318   0.0075
4169.30   0.0115  -0.0280  -0.0311   0.0075
4170.27   0.0122  -0.0293  -0.0254   0.0145
4171.25   0.0123  -0.0302  -0.0219   0.0181
4172.22   0.0114  -0.0281  -0.0234   0.0111
4173.20   0.0102  -0.0262  -0.0276   0.0049
4174.17   0.0100  -0.0253  -0.0295   0.0096
4175.15   0.0105  -0.0251  -0.0266   0.0139
4176.12   0.0109  -0.0273  -0.0276   0.0118
4177.09   0.0112  -0.0272  -0.0299   0.0152
4178.07   0.0113  -0.0269  -0.0285   0.0212
4179.05   0.0117  -0.0269  -0.0261   0.0288
4180.02   0.0124  -0.0269  -0.0247   0.0347
4181.00   0.0128  -0.0278  -0.0245   0.0349
4181.97   0.0121  -0.0269  -0.0282   0.0294
4182.95   0.0112  -0.0256  -0.0324   0.0184
4183.93   0.0112  -0.0262  -0.0271   0.0145
4184.90   0.0118  -0.0271  -0.0245   0.0198
4185.88   0.0121  -0.0289  -0.0205   0.0201
4186.86   0.0115  -0.0270  -0.0230   0.0104
4187.84   0.0101  -0.0246  -0.0322  -0.0045
4188.81   0.0095  -0.0237  -0.0374  -0.0104
4189.79   0.0107  -0.0257  -0.0340   0.0026
4190.77   0.0118  -0.0275  -0.0248   0.0161
4191.75   0.0117  -0.0280  -0.0226   0.0129
4192.73   0.0116  -0.0270  -0.0261   0.0101
4193.71   0.0125  -0.0277  -0.0208   0.0199
4194.69   0.0132  -0.0293  -0.0179   0.0288
4195.67   0.0125  -0.0280  -0.0225   0.0287
4196.65   0.0115  -0.0264  -0.0307   0.0214
4197.62   0.0109  -0.0257  -0.0352   0.0171
4198.60   0.0101  -0.0254  -0.0369   0.0072
4199.59   0.0094  -0.0247  -0.0372  -0.0080
4200.57   0.0096  -0.0244  -0.0356  -0.0090
4201.55   0.0098  -0.0253  -0.0340  -0.0084
4202.53   0.0095  -0.0252  -0.0375  -0.0070
4203.51   0.0097  -0.0244  -0.0361  -0.0037
4204.49   0.0108  -0.0256  -0.0278   0.0046
4205.47   0.0119  -0.0284  -0.0175   0.0213
4206.45   0.0125  -0.0293  -0.0097   0.0294
4207.44   0.0129  -0.0297  -0.0071   0.0259
4208.42   0.0131  -0.0299  -0.0089   0.0255
4209.40   0.0132  -0.0298  -0.0128   0.0237
4210.38   0.0126  -0.0287  -0.0184   0.0209
4211.37   0.0122  -0.0275  -0.0230   0.0149
4212.35   0.0126  -0.0283  -0.0185   0.0160
4213.33   0.0132  -0.0298  -0.0147   0.0251
4214.32   0.0132  -0.0295  -0.0157   0.0258
4215.30   0.0124  -0.0276  -0.0222   0.0241
4216.29   0.0112  -0.0255  -0.0287   0.0180
4217.27   0.0108  -0.0250  -0.0282   0.0077
4218.26   0.0115  -0.0266  -0.0194   0.0048
4219.24   0.0123  -0.0289  -0.0141   0.0076
4220.23   0.0128  -0.0301  -0.0128   0.0087
4221.21   0.0131  -0.0310  -0.0108   0.0068
4222.20   0.0128  -0.0314  -0.0130   0.0002
4223.18   0.0119  -0.0312  -0.0198  -0.0076
4224.17   0.0105  -0.0304  -0.0293  -0.0198
4225.15   0.0090  -0.0281  -0.0381  -0.0327
4226.14   0.0070  -0.0235  -0.0460  -0.0456
4227.13   0.0050  -0.0190  -0.0493  -0.0533
4228.12   0.0046  -0.0181  -0.0520  -0.0604
4229.10   0.0064  -0.0227  -0.0532  -0.0676
4230.09   0.0089  -0.0299  -0.0467  -0.0594
4231.08   0.0108  -0.0332  -0.0330  -0.0337
4232.07   0.0119  -0.0325  -0.0196  -0.0116
4233.05   0.0120  -0.0299  -0.0167  -0.0045
4234.04   0.0114  -0.0286  -0.0242  -0.0076
4235.03   0.0111  -0.0280  -0.0289  -0.0111
4236.02   0.0107  -0.0266  -0.0286  -0.0119
4237.01   0.0102  -0.0248  -0.0291  -0.0071
4238.00   0.0104  -0.0241  -0.0258   0.0003
4238.99   0.0112  -0.0261  -0.0219   0.0074
4239.98   0.0114  -0.0257  -0.0206   0.0075
4240.97   0.0116  -0.0257  -0.0214   0.0030
4241.96   0.0123  -0.0271  -0.0169   0.0077
4242.95   0.0127  -0.0284  -0.0088   0.0113
4243.94   0.0126  -0.0272  -0.0075   0.0170
4244.93   0.0131  -0.0276  -0.0058   0.0192
4245.92   0.0137  -0.0290  -0.0017   0.0199
4246.91   0.0134  -0.0280  -0.0028   0.0189
4247.90   0.0124  -0.0264  -0.0066   0.0135
4248.90   0.0114  -0.0253  -0.0133   0.0107
4249.89   0.0105  -0.0236  -0.0205  -0.0014
4250.88   0.0094  -0.0225  -0.0311  -0.0163
4251.87   0.0093  -0.0245  -0.0384  -0.0260
4252.87   0.0105  -0.0284  -0.0343  -0.0191
4253.86   0.0110  -0.0295  -0.0302  -0.0142
4254.85   0.0097  -0.0273  -0.0354  -0.0292
4255.85   0.0090  -0.0248  -0.0395  -0.0320
4256.84   0.0106  -0.0260  -0.0314  -0.0127
4257.83   0.0126  -0.0297  -0.0163   0.0069
4258.83   0.0129  -0.0293  -0.0113   0.0166
4259.82   0.0114  -0.0255  -0.0203   0.0086
4260.82   0.0096  -0.0219  -0.0318  -0.0092
4261.81   0.0090  -0.0212  -0.0391  -0.0187
4262.81   0.0103  -0.0239  -0.0301  -0.0092
4263.80   0.0122  -0.0276  -0.0154   0.0061
4264.80   0.0132  -0.0278  -0.0084   0.0140
4265.79   0.0136  -0.0269  -0.0078   0.0175
4266.79   0.0137  -0.0282  -0.0077   0.0167
4267.79   0.0133  -0.0282  -0.0074   0.0132
4268.78   0.0126  -0.0259  -0.0116   0.0156
4269.78   0.0120  -0.0247  -0.0183   0.0134
4270.78   0.0109  -0.0243  -0.0256   0.0002
4271.77   0.0087  -0.0214  -0.0352  -0.0169
4272.77   0.0073  -0.0194  -0.0435  -0.0299
4273.77   0.0078  -0.0214  -0.0430  -0.0299
4274.77   0.0083  -0.0224  -0.0417  -0.0250
4275.76   0.0084  -0.0229  -0.0422  -0.0281
4276.76   0.0095  -0.0244  -0.0368  -0.0214
4277.76   0.0117  -0.0269  -0.0259  -0.0010
4278.76   0.0132  -0.0275  -0.0118   0.0162
4279.76   0.0133  -0.0264  -0.0047   0.0230
4280.76   0.0122  -0.0241  -0.0072   0.0230
4281.76   0.0113  -0.0235  -0.0136   0.0137
4282.76   0.0112  -0.0248  -0.0176   0.0026
4283.76   0.0115  -0.0261  -0.0193  -0.0024
4284.76   0.0120  -0.0267  -0.0173   0.0036
4285.76   0.0121  -0.0247  -0.0116   0.0162
4286.76   0.0114  -0.0222  -0.0097   0.0194
4287.76   0.0112  -0.0227  -0.0104   0.0105
4288.76   0.0112  -0.0243  -0.0134   0.0049
4289.76   0.0099  -0.0238  -0.0208  -0.0087
4290.76   0.0086  -0.0213  -0.0288  -0.0199
4291.77   0.0088  -0.0216  -0.0293  -0.0159
4292.77   0.0104  -0.0241  -0.0221  -0.0011
4293.77   0.0115  -0.0263  -0.0157   0.0065
4294.77   0.0113  -0.0244  -0.0204   0.0024
4295.78   0.0109  -0.0223  -0.0231   0.0036
4296.78   0.0111  -0.0229  -0.0144   0.0155
4297.78   0.0110  -0.0214  -0.0091   0.0208
4298.79   0.0099  -0.0186  -0.0124   0.0158
4299.79   0.0084  -0.0164  -0.0199   0.0075
4300.79   0.0074  -0.0151  -0.0252  -0.0000
4301.80   0.0077  -0.0157  -0.0228   0.0030
4302.80   0.0083  -0.0165  -0.0187   0.0057
4303.81   0.0086  -0.0160  -0.0173   0.0106
4304.81   0.0088  -0.0161  -0.0162   0.0168
4305.82   0.0090  -0.0168  -0.0173   0.0207
4306.82   0.0086  -0.0168  -0.0239   0.0108
4307.83   0.0076  -0.0168  -0.0296  -0.0026
4308.83   0.0066  -0.0148  -0.0314  -0.0077
4309.84   0.0065  -0.0141  -0.0298  -0.0041
4310.85   0.0073  -0.0146  -0.0245   0.0083
4311.85   0.0082  -0.0141  -0.0195   0.0165
4312.86   0.0090  -0.0150  -0.0141   0.0221
4313.87   0.0101  -0.0176  -0.0105   0.0229
4314.87   0.0110  -0.0203  -0.0091   0.0183
4315.88   0.0122  -0.0238  -0.0099   0.0125
4316.89   0.0141  -0.0264  -0.0022   0.0156
4317.90   0.0156  -0.0293   0.0084   0.0210
4318.90   0.0157  -0.0306   0.0080   0.0202
4319.91   0.0153  -0.0298   0.0035   0.0169
4320.92   0.0152  -0.0284   0.0009   0.0184
4321.93   0.0150  -0.0272   0.0023   0.0282
4322.94   0.0142  -0.0261   0.0034   0.0287
4323.95   0.0125  -0.0226  -0.0025   0.0221
4324.96   0.0102  -0.0191  -0.0174   0.0118
4325.97   0.0082  -0.0174  -0.0341  -0.0129
4326.98   0.0080  -0.0171  -0.0419  -0.0244
4327.99   0.0100  -0.0211  -0.0356  -0.0162
4329.00   0.0129  -0.0252  -0.0160   0.0049
4330.01   0.0146  -0.0263  -0.0003   0.0237
4331.02   0.0148  -0.0260   0.0019   0.0292
4332.03   0.0149  -0.0257   0.0020   0.0302
4333.04   0.0151  -0.0249   0.0035   0.0290
4334.06   0.0154  -0.0249   0.0065   0.0291
4335.07   0.0156  -0.0255   0.0080   0.0324
4336.08   0.0157  -0.0258   0.0090   0.0344
4337.09   0.0150  -0.0261   0.0064   0.0264
4338.11   0.0134  -0.0244  -0.0018   0.0191
4339.12   0.0119  -0.0213  -0.0093   0.0157
4340.13   0.0113  -0.0184  -0.0115   0.0209
4341.15   0.0110  -0.0164  -0.0092   0.0271
4342.16   0.0116  -0.0164  -0.0047   0.0268
4343.17   0.0131  -0.0191   0.0010   0.0269
4344.19   0.0138  -0.0209   0.0012   0.0286
4345.20   0.0139  -0.0227   0.0002   0.0240
4346.22   0.0145  -0.0247   0.0010   0.0226
4347.23   0.0148  -0.0254   0.0035   0.0272
4348.25   0.0148  -0.0248   0.0062   0.0293
4349.26   0.0152  -0.0254   0.0103   0.0290
4350.28   0.0158  -0.0264   0.0137   0.0294
4351.29   0.0149  -0.0259   0.0074   0.0278
4352.31   0.0124  -0.0231  -0.0060   0.0155
4353.32   0.0110  -0.0201  -0.0169   0.0033
4354.34   0.0118  -0.0221  -0.0162   0.0028
4355.36   0.0131  -0.0235  -0.0102   0.0140
4356.37   0.0136  -0.0234  -0.0056   0.0198
4357.39   0.0141  -0.0232  -0.0022   0.0207
4358.41   0.0147  -0.0245   0.0030   0.0257
4359.43   0.0146  -0.0242   0.0037   0.0332
4360.44   0.0141  -0.0224  -0.0002   0.0326
4361.46   0.0145  -0.0234   0.0017   0.0299
4362.48   0.0154  -0.0254   0.0082   0.0280
4363.50   0.0154  -0.0251   0.0098   0.0296
4364.52   0.0151  -0.0252   0.0061   0.0308
4365.54   0.0156  -0.0254   0.0080   0.0308
4366.56   0.0159  -0.0256   0.0147   0.0321
4367.58   0.0151  -0.0247   0.0094   0.0294
4368.60   0.0143  -0.0243   0.0015   0.0261
4369.62   0.0143  -0.0244   0.0004   0.0263
4370.64   0.0145  -0.0241   0.0026   0.0299
4371.66   0.0143  -0.0238   0.0019   0.0293
4372.68   0.0141  -0.0230  -0.0005   0.0246
4373.70   0.0139  -0.0223  -0.0024   0.0220
4374.72   0.0132  -0.0223  -0.0059   0.0231
4375.74   0.0122  -0.0219  -0.0114   0.0174
4376.76   0.0119  -0.0217  -0.0164   0.0069
4377.79   0.0127  -0.0233  -0.0151   0.0071
4378.81   0.0138  -0.0240  -0.0053   0.0133
4379.83   0.0141  -0.0247  -0.0029   0.0155
4380.85   0.0137  -0.0256  -0.0092   0.0100
4381.88   0.0130  -0.0247  -0.0179   0.0026
4382.90   0.0113  -0.0228  -0.0288  -0.0079
4383.92   0.0085  -0.0190  -0.0381  -0.0248
4384.95   0.0068  -0.0158  -0.0451  -0.0370
4385.97   0.0082  -0.0176  -0.0404  -0.0263
4386.99   0.0110  -0.0210  -0.0260  -0.0021
4388.02   0.0128  -0.0224  -0.0160   0.0132
4389.04   0.0131  -0.0226  -0.0143   0.0134
4390.07   0.0128  -0.0224  -0.0147   0.0133
4391.09   0.0127  -0.0207  -0.0127   0.0144
4392.12   0.0132  -0.0208  -0.0108   0.0188
4393.14   0.0138  -0.0222  -0.0098   0.0218
4394.17   0.0140  -0.0235  -0.0071   0.0233
4395.20   0.0138  -0.0228  -0.0048   0.0223
