2,1,2,3
3,1,2,3
4,1,2,3
5,1,2,3
7,1,2,3
8,1,2,3
9,1,2,3
10,1,2,3
12,1,2,3
13,1,2,3
14,1,2,3
15,1,2,3
16,1,2,3
17,1,2,3
18,1,2,3
19,1,2,3
20,1,2,3
21,1,2,3
22,1,2,3
23,1,2,3
24,1,2,3
25,1,2,3
26,1,2,3
27,1,2,3
28,1,2,3
29,1,2,3
30,1,2,3
31,1,2,3
32,1,2,3
33,1,2,3
34,1,2,3
35,1,2,3
36,1,2,3
37,1,2,3
38,1,2,3
39,1,2,3
40,2,3,1
41,3,2,4
42,4,5,3
43,5,6,7
44,6,7,5
45,7,8,6
46,8,9,7
47,9,10,11
48,11,10,12
49,12,11,10
50,12,13,11
51,13,14,12
52,14,15,13
53,15,14,16
54,16,15,17
55,16,17,15
56,17,18,16
57,18,17,19
58,18,19,20
59,19,20,18
60,19,20,21
61,20,23,22
62,24,23,25
63,25,24,26
64,26,25,27
65,27,26,28
66,28,27,29
67,28,29,27
68,29,30,28
69,30,29,31
70,30,31,29
71,1,30,31
72,32,33,31
73,33,32,34
74,34,35,33
75,35,34,36
76,35,36,37
77,36,37,35
78,37,38,36
79,38,37,39
80,39,38,40
81,40,41,39
82,41,40,42
83,42,41,43
84,43,42,44
85,44,43,45
86,45,44,46
87,45,46,44
88,46,47,45
89,47,48,46
90,48,47,49
91,49,48,50
92,50,49,51
93,51,50,52
94,52,51,53
95,53,52,54
96,53,54,52
97,54,55,53
98,55,54,53
99,55,54,53
100,55,54,53
101,55,54,53
102,55,54,53
103,55,54,53
104,55,54,53
105,55,54,53
106,55,54,53
107,55,54,53
108,55,54,53
109,55,54,53
110,55,54,53
111,55,54,53
112,55,54,53
113,55,54,53
114,55,54,53
115,55,54,53
116,55,54,53
117,55,54,53
118,55,54,53
119,55,54,53
120,55,54,53
121,55,54,53
122,55,54,53
123,55,54,53
124,55,54,53
125,55,54,53
126,55,54,53
127,55,54,53
128,55,54,53
129,55,54,53
130,55,54,53
131,55,54,53
132,55,54,53
133,55,54,53
134,55,54,53
135,55,54,53
136,55,54,53
137,55,54,53
138,55,54,53
139,55,54,53
140,55,54,53
141,55,54,53
142,55,54,53
143,1,30,31
144,55,54,53
145,55,54,53
147,1,30,31
148,55,54,53
149,1,30,31
150,1,30,31
151,55,54,53
152,1,30,31
153,55,54,53
158,55,54,53
159,55,54,53
165,1,30,31
166,55,54,53
173,55,54,53
176,8,7,9
177,1,2,3
178,13,14,12
179,27,26,28
180,6,5,7
181,4,5,3
182,22,21,23
183,1,2,3
184,1,2,3
185,3,4,5
186,11,10,12
187,5,4,6
188,8,9,7
189,5,6,7
190,11,10,9
191,21,20,19
192,13,12,14
193,9,10,8
194,4,5,3
195,15,16,14
196,17,16,18
197,17,18,16
198,18,19,17
199,34,33,35
200,1,30,31
201,5,6,4
202,9,8,10
203,34,33,35
204,43,44,42
205,55,54,53
206,55,54,53
207,21,22,20
208,12,13,11
209,1,30,31
210,17,16,18
211,25,26,24
212,20,19,21
213,32,33,31
214,27,26,28
215,28,27,29
217,48,47,46
218,34,33,35
219,1,30,31
220,46,47,45
221,43,42,44
222,49,50,51
223,55,54,53
225,55,54,53
234,55,54,53
237,55,54,53
239,55,54,53
240,55,54,53
241,55,54,53
242,55,54,53
243,55,54,53
244,55,54,53
245,55,54,53
247,1,2,3
249,41,42,40
250,1,2,3
251,12,13,11
